S,I,R,Reaction Type
87,32,27,1
86,33,27,1
85,34,27,1
84,35,27,1
83,36,27,1
82,37,27,2
82,36,28,1
81,37,28,2
81,36,29,1
80,37,29,1
79,38,29,2
79,37,30,2
79,36,31,1
78,37,31,1
77,38,31,6
78,38,31,2
78,37,32,1
77,38,32,6
78,38,32,1
77,39,32,1
76,40,32,1
75,41,32,2
75,40,33,1
74,41,33,1
73,42,33,1
72,43,33,2
72,42,34,6
73,42,34,1
72,43,34,1
71,44,34,2
71,43,35,1
70,44,35,2
70,43,36,2
70,42,37,1
69,43,37,2
69,42,38,2
69,41,39,1
68,42,39,2
68,41,40,1
67,42,40,1
66,43,40,6
67,43,40,1
66,44,40,2
66,43,41,1
65,44,41,1
64,45,41,2
64,44,42,1
63,45,42,6
64,45,42,6
65,45,42,2
65,44,43,2
65,43,44,1
64,44,44,2
64,43,45,1
63,44,45,1
62,45,45,2
62,44,46,1
61,45,46,1
60,46,46,2
60,45,47,1
59,46,47,2
59,45,48,1
58,46,48,2
58,45,49,6
59,45,49,2
59,44,50,2
59,43,51,2
59,42,52,1
58,43,52,2
58,42,53,1
57,43,53,1
56,44,53,6
57,44,53,2
57,43,54,6
58,43,54,1
57,44,54,1
56,45,54,2
56,44,55,6
57,44,55,2
57,43,56,2
57,42,57,1
56,43,57,1
55,44,57,1
54,45,57,2
54,44,58,6
55,44,58,2
55,43,59,6
56,43,59,1
55,44,59,2
55,43,60,1
54,44,60,1
53,45,60,1
52,46,60,2
52,45,61,2
52,44,62,1
51,45,62,2
51,44,63,1
50,45,63,6
51,45,63,2
51,44,64,6
52,44,64,1
51,45,64,1
50,46,64,2
50,45,65,1
49,46,65,1
48,47,65,1
47,48,65,1
46,49,65,1
45,50,65,6
46,50,65,1
45,51,65,1
44,52,65,2
44,51,66,2
44,50,67,1
43,51,67,2
43,50,68,1
42,51,68,6
43,51,68,1
42,52,68,1
41,53,68,1
40,54,68,1
39,55,68,1
38,56,68,2
38,55,69,2
38,54,70,2
38,53,71,2
38,52,72,2
38,51,73,1
37,52,73,2
37,51,74,1
36,52,74,6
37,52,74,2
37,51,75,2
37,50,76,1
36,51,76,2
36,50,77,2
36,49,78,2
36,48,79,2
36,47,80,1
35,48,80,2
35,47,81,1
34,48,81,1
33,49,81,1
32,50,81,6
33,50,81,6
34,50,81,1
33,51,81,2
33,50,82,2
33,49,83,1
32,50,83,1
31,51,83,1
30,52,83,2
30,51,84,2
30,50,85,2
30,49,86,1
29,50,86,2
29,49,87,2
29,48,88,1
28,49,88,2
28,48,89,2
28,47,90,6
29,47,90,6
30,47,90,6
31,47,90,2
31,46,91,6
32,46,91,1
31,47,91,6
32,47,91,2
32,46,92,6
33,46,92,6
34,46,92,2
34,45,93,2
34,44,94,1
33,45,94,2
33,44,95,2
33,43,96,6
34,43,96,1
33,44,96,1
32,45,96,1
31,46,96,2
31,45,97,2
31,44,98,1
30,45,98,2
30,44,99,1
29,45,99,2
29,44,100,2
29,43,101,2
29,42,102,6
30,42,102,2
30,41,103,2
30,40,104,2
30,39,105,1
29,40,105,1
28,41,105,2
28,40,106,1
27,41,106,2
27,40,107,1
26,41,107,2
26,40,108,5
26,40,107,6
27,40,107,6
28,40,107,6
29,40,107,5
29,40,106,6
30,40,106,2
30,39,107,2
30,38,108,4
30,37,108,6
31,37,108,1
30,38,108,6
31,38,108,2
31,37,109,1
30,38,109,2
30,37,110,2
30,36,111,6
31,36,111,2
31,35,112,6
32,35,112,1
31,36,112,2
31,35,113,2
31,34,114,6
32,34,114,1
31,35,114,6
32,35,114,6
33,35,114,2
33,34,115,2
33,33,116,2
33,32,117,2
33,31,118,6
34,31,118,1
33,32,118,2
33,31,119,1
32,32,119,5
32,32,118,1
31,33,118,2
31,32,119,2
31,31,120,2
31,30,121,2
31,29,122,6
32,29,122,1
31,30,122,1
30,31,122,1
29,32,122,2
29,31,123,2
29,30,124,1
28,31,124,2
28,30,125,2
28,29,126,2
28,28,127,2
28,27,128,6
29,27,128,2
29,26,129,6
30,26,129,6
31,26,129,2
31,25,130,2
31,24,131,2
31,23,132,2
31,22,133,2
31,21,134,6
32,21,134,1
31,22,134,1
30,23,134,6
31,23,134,2
31,22,135,6
32,22,135,2
32,21,136,1
31,22,136,2
31,21,137,2
31,20,138,2
31,19,139,2
31,18,140,1
30,19,140,1
29,20,140,6
30,20,140,1
29,21,140,2
29,20,141,6
30,20,141,6
31,20,141,6
32,20,141,1
31,21,141,2
31,20,142,2
31,19,143,1
30,20,143,2
30,19,144,6
31,19,144,2
31,18,145,6
32,18,145,1
31,19,145,6
32,19,145,1
31,20,145,2
31,19,146,2
31,18,147,1
30,19,147,1
29,20,147,6
30,20,147,2
30,19,148,2
30,18,149,2
30,17,150,2
30,16,151,6
31,16,151,2
31,15,152,1
30,16,152,6
31,16,152,6
32,16,152,2
32,15,153,2
32,14,154,1
31,15,154,1
30,16,154,6
31,16,154,2
31,15,155,1
30,16,155,6
31,16,155,6
32,16,155,2
32,15,156,2
32,14,157,6
33,14,157,6
34,14,157,6
35,14,157,2
35,13,158,1
34,14,158,6
35,14,158,6
36,14,158,6
37,14,158,6
38,14,158,6
39,14,158,1
38,15,158,2
38,14,159,2
38,13,160,1
37,14,160,1
36,15,160,6
37,15,160,2
37,14,161,1
36,15,161,2
36,14,162,1
35,15,162,2
35,14,163,2
35,13,164,2
35,12,165,2
35,11,166,6
36,11,166,2
36,10,167,6
37,10,167,1
36,11,167,6
37,11,167,2
37,10,168,2
37,9,169,2
37,8,170,2
37,7,171,6
38,7,171,6
39,7,171,6
40,7,171,5
40,7,170,6
41,7,170,1
40,8,170,6
41,8,170,2
41,7,171,2
41,6,172,2
41,5,173,6
42,5,173,1
41,6,173,2
41,5,174,6
42,5,174,6
43,5,174,2
43,4,175,6
44,4,175,2
44,3,176,1
43,4,176,6
44,4,176,1
43,5,176,6
44,5,176,2
44,4,177,2
44,3,178,2
44,2,179,6
45,2,179,6
46,2,179,6
47,2,179,6
48,2,179,1
47,3,179,6
48,3,179,1
47,4,179,5
47,4,178,6
48,4,178,6
49,4,178,2
49,3,179,6
50,3,179,6
51,3,179,2
51,2,180,6
52,2,180,6
53,2,180,6
54,2,180,6
55,2,180,6
56,2,180,1
55,3,180,2
55,2,181,6
56,2,181,6
57,2,181,6
58,2,181,1
57,3,181,6
58,3,181,6
59,3,181,1
58,4,181,1
57,5,181,2
57,4,182,6
58,4,182,2
58,3,183,6
59,3,183,6
60,3,183,2
60,2,184,6
61,2,184,1
60,3,184,1
59,4,184,6
60,4,184,1
59,5,184,6
60,5,184,2
60,4,185,6
61,4,185,6
62,4,185,6
63,4,185,1
62,5,185,6
63,5,185,6
64,5,185,6
65,5,185,1
64,6,185,1
63,7,185,6
64,7,185,6
65,7,185,1
64,8,185,1
63,9,185,2
63,8,186,6
64,8,186,2
64,7,187,6
65,7,187,6
66,7,187,1
65,8,187,6
66,8,187,2
66,7,188,6
67,7,188,6
68,7,188,6
69,7,188,6
70,7,188,1
69,8,188,6
70,8,188,2
70,7,189,6
71,7,189,6
72,7,189,2
72,6,190,6
73,6,190,1
72,7,190,2
72,6,191,1
71,7,191,6
72,7,191,2
72,6,192,6
73,6,192,1
72,7,192,1
71,8,192,6
72,8,192,1
71,9,192,6
72,9,192,2
72,8,193,6
73,8,193,1
72,9,193,1
71,10,193,6
72,10,193,6
73,10,193,6
74,10,193,6
75,10,193,6
76,10,193,1
75,11,193,2
75,10,194,1
74,11,194,1
73,12,194,6
74,12,194,6
75,12,194,1
74,13,194,2
74,12,195,2
74,11,196,2
74,10,197,6
75,10,197,6
76,10,197,6
77,10,197,6
78,10,197,2
78,9,198,1
77,10,198,2
77,9,199,6
78,9,199,1
77,10,199,6
78,10,199,1
77,11,199,6
78,11,199,2
78,10,200,6
79,10,200,1
78,11,200,5
78,11,199,6
79,11,199,6
80,11,199,2
80,10,200,6
81,10,200,6
82,10,200,2
82,9,201,3
81,9,201,6
82,9,201,1
81,10,201,1
80,11,201,1
79,12,201,1
78,13,201,6
79,13,201,6
80,13,201,2
80,12,202,1
79,13,202,1
78,14,202,6
79,14,202,1
78,15,202,1
77,16,202,1
76,17,202,3
75,17,202,3
74,17,202,1
73,18,202,2
73,17,203,1
72,18,203,2
72,17,204,2
72,16,205,1
71,17,205,1
70,18,205,6
71,18,205,2
71,17,206,1
70,18,206,1
69,19,206,1
68,20,206,6
69,20,206,6
70,20,206,1
69,21,206,1
68,22,206,1
67,23,206,2
67,22,207,2
67,21,208,6
68,21,208,1
67,22,208,2
67,21,209,6
68,21,209,2
68,20,210,3
67,20,210,2
67,19,211,1
66,20,211,1
65,21,211,1
64,22,211,1
63,23,211,1
62,24,211,5
62,24,210,2
62,23,211,2
62,22,212,1
61,23,212,2
61,22,213,1
60,23,213,2
60,22,214,6
61,22,214,1
60,23,214,6
61,23,214,1
60,24,214,2
60,23,215,6
61,23,215,6
62,23,215,6
63,23,215,6
64,23,215,6
65,23,215,6
66,23,215,1
65,24,215,2
65,23,216,6
66,23,216,1
65,24,216,2
65,23,217,2
65,22,218,2
65,21,219,2
65,20,220,6
66,20,220,1
65,21,220,1
64,22,220,6
65,22,220,1
64,23,220,1
63,24,220,6
64,24,220,6
65,24,220,2
65,23,221,1
64,24,221,1
63,25,221,1
62,26,221,1
61,27,221,2
61,26,222,6
62,26,222,1
61,27,222,6
62,27,222,1
61,28,222,5
61,28,221,1
60,29,221,1
59,30,221,2
59,29,222,6
60,29,222,1
59,30,222,2
59,29,223,1
58,30,223,6
59,30,223,2
59,29,224,2
59,28,225,6
60,28,225,1
59,29,225,1
58,30,225,6
59,30,225,2
59,29,226,1
58,30,226,1
57,31,226,6
58,31,226,2
58,30,227,2
58,29,228,2
58,28,229,2
58,27,230,2
58,26,231,2
58,25,232,2
58,24,233,6
59,24,233,2
59,23,234,2
59,22,235,6
60,22,235,2
60,21,236,5
60,21,235,1
59,22,235,2
59,21,236,1
58,22,236,2
58,21,237,6
59,21,237,2
59,20,238,1
58,21,238,1
57,22,238,1
56,23,238,1
55,24,238,1
54,25,238,6
55,25,238,2
55,24,239,2
55,23,240,1
54,24,240,2
54,23,241,2
54,22,242,1
53,23,242,2
53,22,243,1
52,23,243,5
52,23,242,1
51,24,242,6
52,24,242,1
51,25,242,6
52,25,242,2
52,24,243,1
51,25,243,1
50,26,243,1
49,27,243,2
49,26,244,2
49,25,245,1
48,26,245,1
47,27,245,2
47,26,246,1
46,27,246,1
45,28,246,1
44,29,246,2
44,28,247,1
43,29,247,1
42,30,247,2
42,29,248,1
41,30,248,6
42,30,248,6
43,30,248,2
43,29,249,2
43,28,250,2
43,27,251,6
44,27,251,2
44,26,252,2
44,25,253,2
44,24,254,5
44,24,253,1
43,25,253,1
42,26,253,2
42,25,254,1
41,26,254,2
41,25,255,2
41,24,256,2
41,23,257,1
40,24,257,2
40,23,258,2
40,22,259,6
41,22,259,2
41,21,260,2
41,20,261,2
41,19,262,6
42,19,262,1
41,20,262,2
41,19,263,2
41,18,264,6
42,18,264,6
43,18,264,1
42,19,264,1
41,20,264,6
42,20,264,1
41,21,264,1
40,22,264,6
41,22,264,5
41,22,263,2
41,21,264,2
41,20,265,2
41,19,266,2
41,18,267,6
42,18,267,6
43,18,267,1
42,19,267,6
43,19,267,1
42,20,267,6
43,20,267,2
43,19,268,2
43,18,269,6
44,18,269,2
44,17,270,6
45,17,270,6
46,17,270,6
47,17,270,5
47,17,269,1
46,18,269,1
45,19,269,1
44,20,269,5
44,20,268,1
43,21,268,1
42,22,268,6
43,22,268,2
43,21,269,2
43,20,270,2
43,19,271,6
44,19,271,6
45,19,271,2
45,18,272,1
44,19,272,1
43,20,272,2
43,19,273,5
43,19,272,6
44,19,272,2
44,18,273,2
44,17,274,1
43,18,274,6
44,18,274,6
45,18,274,5
45,18,273,6
46,18,273,1
45,19,273,1
44,20,273,6
45,20,273,6
46,20,273,1
45,21,273,6
46,21,273,2
46,20,274,5
46,20,273,1
45,21,273,1
44,22,273,1
43,23,273,2
43,22,274,2
43,21,275,1
42,22,275,2
42,21,276,6
43,21,276,1
42,22,276,1
41,23,276,2
41,22,277,2
41,21,278,6
42,21,278,1
41,22,278,2
41,21,279,6
42,21,279,1
41,22,279,1
40,23,279,6
41,23,279,2
41,22,280,6
42,22,280,1
41,23,280,1
40,24,280,1
39,25,280,6
40,25,280,2
40,24,281,2
40,23,282,2
40,22,283,2
40,21,284,6
41,21,284,1
40,22,284,6
41,22,284,1
40,23,284,1
39,24,284,2
39,23,285,2
39,22,286,2
39,21,287,6
40,21,287,5
40,21,286,2
40,20,287,1
39,21,287,1
38,22,287,6
39,22,287,2
39,21,288,6
40,21,288,1
39,22,288,1
38,23,288,2
38,22,289,1
37,23,289,6
38,23,289,2
38,22,290,6
39,22,290,1
38,23,290,2
38,22,291,1
37,23,291,1
36,24,291,2
36,23,292,2
36,22,293,2
36,21,294,2
36,20,295,1
35,21,295,6
36,21,295,2
36,20,296,2
36,19,297,1
35,20,297,1
34,21,297,6
35,21,297,1
34,22,297,2
34,21,298,2
34,20,299,2
34,19,300,2
34,18,301,5
34,18,300,6
35,18,300,6
36,18,300,2
36,17,301,6
37,17,301,2
37,16,302,6
38,16,302,1
37,17,302,1
36,18,302,2
36,17,303,2
36,16,304,6
37,16,304,2
37,15,305,1
36,16,305,2
36,15,306,1
35,16,306,6
36,16,306,1
35,17,306,6
36,17,306,6
37,17,306,6
38,17,306,1
37,18,306,2
37,17,307,2
37,16,308,5
37,16,307,6
38,16,307,2
38,15,308,6
39,15,308,1
38,16,308,6
39,16,308,1
38,17,308,2
38,16,309,6
39,16,309,6
40,16,309,2
40,15,310,1
39,16,310,2
39,15,311,2
39,14,312,2
39,13,313,6
40,13,313,2
40,12,314,6
41,12,314,6
42,12,314,1
41,13,314,2
41,12,315,6
42,12,315,2
42,11,316,6
43,11,316,2
43,10,317,6
44,10,317,2
44,9,318,2
44,8,319,6
45,8,319,1
44,9,319,1
43,10,319,2
43,9,320,1
42,10,320,6
43,10,320,2
43,9,321,6
44,9,321,6
45,9,321,6
46,9,321,6
47,9,321,1
46,10,321,6
47,10,321,2
47,9,322,6
48,9,322,6
49,9,322,6
50,9,322,6
51,9,322,6
52,9,322,6
53,9,322,5
53,9,321,6
