P1,P2,R1,Reaction Type
30,40,42,2
30,39,43,9
31,39,43,3
31,40,42,10
31,41,42,2
31,40,43,3
31,41,42,9
32,41,42,1
31,41,43,3
31,42,42,1
30,42,43,1
29,42,44,6
29,42,43,6
29,42,42,2
29,41,43,6
29,41,42,9
30,41,42,6
30,41,41,8
30,40,41,10
30,41,41,2
30,40,42,9
31,40,42,9
32,40,42,7
31,40,42,6
31,40,41,10
31,41,41,8
31,40,41,2
31,39,42,4
31,39,43,3
31,40,42,9
32,40,42,1
31,40,43,1
30,40,44,2
30,39,45,3
30,40,44,8
30,39,44,7
29,39,44,10
29,40,44,7
28,40,44,3
28,41,43,6
28,41,42,3
28,42,41,2
28,41,42,6
28,41,41,9
29,41,41,1
28,41,42,6
28,41,41,9
29,41,41,9
30,41,41,2
30,40,42,6
30,40,41,9
31,40,41,7
30,40,41,6
30,40,40,2
30,39,41,7
29,39,41,2
29,38,42,1
28,38,43,1
27,38,44,10
27,39,44,1
26,39,45,8
26,38,45,6
26,38,44,3
26,39,43,8
26,38,43,2
26,37,44,4
26,37,45,6
26,37,44,8
26,36,44,2
26,35,45,9
27,35,45,7
26,35,45,8
26,34,45,10
26,35,45,2
26,34,46,10
26,35,46,1
25,35,47,6
25,35,46,9
26,35,46,3
26,36,45,7
25,36,45,4
25,36,46,8
25,35,46,4
25,35,47,7
24,35,47,4
24,35,48,6
24,35,47,3
24,36,46,6
24,36,45,4
24,36,46,5
24,35,45,4
24,35,46,6
24,35,45,6
24,35,44,7
23,35,44,10
23,36,44,1
22,36,45,2
22,35,46,8
22,34,46,3
22,35,45,1
21,35,46,9
22,35,46,9
23,35,46,4
23,35,47,3
23,36,46,8
23,35,46,5
23,34,45,8
23,33,45,4
23,33,46,9
24,33,46,8
24,32,46,3
24,33,45,3
24,34,44,8
24,33,44,2
24,32,45,10
24,33,45,9
25,33,45,3
25,34,44,9
26,34,44,8
26,33,44,1
25,33,45,9
26,33,45,10
26,34,45,9
27,34,45,8
27,33,45,7
26,33,45,6
26,33,44,4
26,33,45,1
25,33,46,3
25,34,45,1
24,34,46,6
24,34,45,8
24,33,45,3
24,34,44,10
24,35,44,7
23,35,44,9
24,35,44,6
24,35,43,9
25,35,43,5
25,34,42,8
25,33,42,8
25,32,42,6
25,32,41,4
25,32,42,6
25,32,41,3
25,33,40,9
26,33,40,8
26,32,40,3
26,33,39,9
27,33,39,7
26,33,39,1
25,33,40,6
25,33,39,3
25,34,38,10
25,35,38,9
26,35,38,8
26,34,38,5
26,33,37,6
26,33,36,5
26,32,35,8
26,31,35,1
25,31,36,4
25,31,37,3
25,32,36,10
25,33,36,4
25,33,37,1
24,33,38,1
23,33,39,4
23,33,40,2
23,32,41,4
23,32,42,7
22,32,42,6
22,32,41,5
22,31,40,3
22,32,39,4
22,32,40,5
22,31,39,6
22,31,38,8
22,30,38,6
22,30,37,2
22,29,38,4
22,29,39,1
21,29,40,9
22,29,40,9
23,29,40,7
22,29,40,6
22,29,39,3
22,30,38,8
22,29,38,2
22,28,39,10
22,29,39,9
23,29,39,10
23,30,39,7
22,30,39,8
22,29,39,3
22,30,38,10
22,31,38,2
22,30,39,4
22,30,40,7
21,30,40,3
21,31,39,2
21,30,40,4
21,30,41,10
21,31,41,7
20,31,41,4
20,31,42,8
20,30,42,6
20,30,41,9
21,30,41,10
21,31,41,8
21,30,41,6
21,30,40,3
21,31,39,2
21,30,40,3
21,31,39,9
22,31,39,4
22,31,40,9
23,31,40,8
23,30,40,8
23,29,40,4
23,29,41,4
23,29,42,2
23,28,43,1
22,28,44,9
23,28,44,7
22,28,44,10
22,29,44,9
23,29,44,1
22,29,45,3
22,30,44,2
22,29,45,10
22,30,45,9
23,30,45,3
23,31,44,3
23,32,43,8
23,31,43,7
22,31,43,7
21,31,43,9
22,31,43,3
22,32,42,6
22,32,41,2
22,31,42,10
22,32,42,6
22,32,41,3
22,33,40,2
22,32,41,6
22,32,40,6
22,32,39,3
22,33,38,4
22,33,39,3
22,34,38,8
22,33,38,10
22,34,38,9
23,34,38,8
23,33,38,8
23,32,38,4
23,32,39,7
22,32,39,8
22,31,39,5
22,30,38,4
22,30,39,6
22,30,38,9
23,30,38,4
23,30,39,8
23,29,39,10
23,30,39,8
23,29,39,8
23,28,39,6
23,28,38,1
22,28,39,6
22,28,38,1
21,28,39,3
21,29,38,6
21,29,37,1
20,29,38,2
20,28,39,1
19,28,40,8
19,27,40,2
19,26,41,1
18,26,42,1
17,26,43,9
18,26,43,7
17,26,43,1
16,26,44,4
16,26,45,2
16,25,46,3
16,26,45,9
17,26,45,1
16,26,46,5
16,25,45,9
17,25,45,9
18,25,45,8
18,24,45,5
18,23,44,6
18,23,43,6
18,23,42,1
17,23,43,8
17,22,43,9
18,22,43,2
18,21,44,6
18,21,43,8
18,20,43,10
18,21,43,2
18,20,44,6
18,20,43,9
19,20,43,9
20,20,43,7
19,20,43,2
19,19,44,6
19,19,43,8
19,18,43,1
18,18,44,6
18,18,43,7
17,18,43,9
18,18,43,4
18,18,44,4
18,18,45,9
19,18,45,6
19,18,44,10
19,19,44,9
20,19,44,4
20,19,45,10
20,20,45,2
20,19,46,4
20,19,47,6
20,19,46,9
21,19,46,6
21,19,45,1
20,19,46,6
20,19,45,3
20,20,44,3
20,21,43,4
20,21,44,3
20,22,43,6
20,22,42,2
20,21,43,10
20,22,43,6
20,22,42,7
19,22,42,4
19,22,43,3
19,23,42,2
19,22,43,3
19,23,42,4
19,23,43,9
20,23,43,6
20,23,42,3
20,24,41,6
20,24,40,10
20,25,40,6
20,25,39,7
19,25,39,4
19,25,40,8
19,24,40,9
20,24,40,10
20,25,40,3
20,26,39,1
19,26,40,4
19,26,41,6
19,26,40,1
18,26,41,1
17,26,42,8
17,25,42,4
17,25,43,5
17,24,42,8
17,23,42,2
17,22,43,3
17,23,42,3
17,24,41,4
17,24,42,7
16,24,42,6
16,24,41,3
16,25,40,3
16,26,39,9
17,26,39,10
17,27,39,9
18,27,39,4
18,27,40,10
18,28,40,3
18,29,39,4
18,29,40,6
18,29,39,6
18,29,38,1
17,29,39,9
18,29,39,2
18,28,40,9
19,28,40,4
19,28,41,9
20,28,41,4
20,28,42,4
20,28,43,7
19,28,43,4
19,28,44,8
19,27,44,1
18,27,45,8
18,26,45,9
19,26,45,1
18,26,46,6
18,26,45,6
18,26,44,4
18,26,45,1
17,26,46,8
17,25,46,8
17,24,46,3
17,25,45,6
17,25,44,9
18,25,44,10
18,26,44,6
18,26,43,7
17,26,43,9
18,26,43,5
18,25,42,4
18,25,43,1
17,25,44,6
17,25,43,4
17,25,44,8
17,24,44,6
17,24,43,3
17,25,42,9
18,25,42,7
17,25,42,4
17,25,43,6
17,25,42,1
16,25,43,4
16,25,44,7
15,25,44,7
14,25,44,8
14,24,44,4
14,24,45,9
15,24,45,9
16,24,45,4
16,24,46,3
16,25,45,4
16,25,46,2
16,24,47,4
16,24,48,10
16,25,48,2
16,24,49,3
16,25,48,7
15,25,48,3
15,26,47,8
15,25,47,2
15,24,48,6
15,24,47,4
15,24,48,3
15,25,47,2
15,24,48,9
16,24,48,6
16,24,47,10
16,25,47,3
16,26,46,4
16,26,47,4
16,26,48,10
16,27,48,6
16,27,47,2
16,26,48,3
16,27,47,6
16,27,46,9
17,27,46,9
18,27,46,9
19,27,46,3
19,28,45,7
18,28,45,7
17,28,45,10
17,29,45,8
17,28,45,3
17,29,44,3
17,30,43,4
17,30,44,3
17,31,43,3
17,32,42,2
17,31,43,9
18,31,43,6
18,31,42,4
18,31,43,9
19,31,43,9
20,31,43,4
20,31,44,6
20,31,43,1
19,31,44,6
19,31,43,3
19,32,42,2
19,31,43,10
19,32,43,4
19,32,44,6
19,32,43,3
19,33,42,6
19,33,41,3
19,34,40,4
19,34,41,3
19,35,40,1
18,35,41,3
18,36,40,3
18,37,39,9
19,37,39,2
19,36,40,8
19,35,40,1
18,35,41,6
18,35,40,7
17,35,40,7
16,35,40,9
17,35,40,8
17,34,40,3
17,35,39,2
17,34,40,6
17,34,39,6
17,34,38,6
17,34,37,1
16,34,38,6
16,34,37,6
16,34,36,6
16,34,35,9
17,34,35,1
16,34,36,2
16,33,37,8
16,32,37,8
16,31,37,2
16,30,38,6
16,30,37,3
16,31,36,2
16,30,37,9
17,30,37,6
17,30,36,2
17,29,37,8
17,28,37,3
17,29,36,3
17,30,35,3
17,31,34,4
17,31,35,4
17,31,36,2
17,30,37,10
17,31,37,9
18,31,37,4
18,31,38,9
19,31,38,4
19,31,39,3
19,32,38,6
19,32,37,2
19,31,38,3
19,32,37,9
20,32,37,6
20,32,36,10
20,33,36,5
20,32,35,8
20,31,35,4
20,31,36,3
20,32,35,5
20,31,34,7
19,31,34,3
19,32,33,10
19,33,33,6
19,33,32,2
19,32,33,8
19,31,33,4
19,31,34,4
19,31,35,2
19,30,36,8
19,29,36,9
20,29,36,5
20,28,35,4
20,28,36,4
20,28,37,9
21,28,37,2
21,27,38,4
21,27,39,3
21,28,38,3
21,29,37,4
21,29,38,10
21,30,38,6
21,30,37,4
21,30,38,7
20,30,38,2
20,29,39,5
20,28,38,10
20,29,38,6
20,29,37,2
20,28,38,7
19,28,38,8
19,27,38,1
18,27,39,4
18,27,40,7
17,27,40,9
18,27,40,1
17,27,41,2
17,26,42,4
17,26,43,9
18,26,43,5
18,25,42,4
18,25,43,2
18,24,44,4
18,24,45,10
18,25,45,4
18,25,46,9
19,25,46,1
18,25,47,9
19,25,47,2
19,24,48,6
19,24,47,3
19,25,46,4
19,25,47,5
19,24,46,4
19,24,47,3
19,25,46,6
19,25,45,9
20,25,45,8
20,24,45,8
20,23,45,6
20,23,44,4
20,23,45,6
20,23,44,7
19,23,44,6
19,23,43,7
18,23,43,9
19,23,43,4
19,23,44,2
19,22,45,4
19,22,46,8
19,21,46,6
19,21,45,2
19,20,46,10
19,21,46,2
19,20,47,6
19,20,46,4
19,20,47,9
20,20,47,3
20,21,46,3
20,22,45,10
20,23,45,9
21,23,45,7
20,23,45,2
20,22,46,5
20,21,45,6
20,21,44,2
20,20,45,10
20,21,45,7
19,21,45,10
19,22,45,9
20,22,45,9
21,22,45,1
20,22,46,6
20,22,45,4
20,22,46,4
20,22,47,10
20,23,47,3
20,24,46,3
20,25,45,10
20,26,45,2
20,25,46,4
20,25,47,5
20,24,46,3
20,25,45,6
20,25,44,2
20,24,45,6
20,24,44,8
20,23,44,6
20,23,43,9
21,23,43,10
21,24,43,3
21,25,42,7
20,25,42,10
20,26,42,1
19,26,43,6
19,26,42,3
19,27,41,9
20,27,41,6
20,27,40,4
20,27,41,4
20,27,42,2
20,26,43,9
21,26,43,10
21,27,43,7
20,27,43,2
20,26,44,7
19,26,44,9
20,26,44,2
20,25,45,3
20,26,44,6
20,26,43,1
19,26,44,6
19,26,43,3
19,27,42,7
18,27,42,1
17,27,43,7
16,27,43,8
16,26,43,10
16,27,43,3
16,28,42,2
16,27,43,10
16,28,43,6
16,28,42,10
16,29,42,9
17,29,42,2
17,28,43,4
17,28,44,3
17,29,43,5
17,28,42,6
17,28,41,3
17,29,40,5
17,28,39,10
17,29,39,2
17,28,40,10
17,29,40,1
16,29,41,3
16,30,40,2
16,29,41,10
16,30,41,3
16,31,40,4
16,31,41,8
16,30,41,3
16,31,40,4
16,31,41,9
17,31,41,2
17,30,42,8
17,29,42,1
16,29,43,6
16,29,42,8
16,28,42,9
17,28,42,6
17,28,41,3
17,29,40,3
17,30,39,5
17,29,38,7
16,29,38,6
16,29,37,6
16,29,36,6
16,29,35,8
16,28,35,9
17,28,35,7
16,28,35,6
16,28,34,9
17,28,34,6
17,28,33,9
18,28,33,8
18,27,33,9
19,27,33,3
19,28,32,9
20,28,32,7
19,28,32,8
19,27,32,1
18,27,33,7
17,27,33,3
17,28,32,10
17,29,32,3
17,30,31,2
17,29,32,2
17,28,33,9
18,28,33,10
18,29,33,2
18,28,34,1
17,28,35,9
18,28,35,3
18,29,34,3
18,30,33,5
18,29,32,4
18,29,33,4
18,29,34,4
18,29,35,5
18,28,34,5
18,27,33,3
18,28,32,8
18,27,32,10
18,28,32,8
18,27,32,10
18,28,32,5
18,27,31,8
18,26,31,9
19,26,31,6
19,26,30,4
19,26,31,8
19,25,31,8
19,24,31,9
20,24,31,9
21,24,31,1
20,24,32,9
21,24,32,3
21,25,31,8
21,24,31,2
21,23,32,4
21,23,33,8
21,22,33,9
22,22,33,9
23,22,33,4
23,22,34,4
23,22,35,6
23,22,34,3
23,23,33,9
24,23,33,4
24,23,34,8
24,22,34,1
23,22,35,3
23,23,34,4
23,23,35,2
23,22,36,3
23,23,35,3
23,24,34,6
23,24,33,3
23,25,32,3
23,26,31,1
22,26,32,1
21,26,33,8
21,25,33,10
21,26,33,6
21,26,32,6
21,26,31,10
21,27,31,1
20,27,32,8
20,26,32,10
20,27,32,10
20,28,32,4
20,28,33,6
20,28,32,6
20,28,31,6
20,28,30,5
20,27,29,4
20,27,30,9
21,27,30,2
21,26,31,1
20,26,32,8
20,25,32,7
19,25,32,4
19,25,33,7
18,25,33,4
18,25,34,5
18,24,33,8
18,23,33,7
17,23,33,2
17,22,34,8
17,21,34,4
17,21,35,6
17,21,34,9
18,21,34,6
18,21,33,4
18,21,34,2
18,20,35,7
17,20,35,6
17,20,34,8
17,19,34,7
16,19,34,3
16,20,33,3
16,21,32,6
16,21,31,8
16,20,31,7
15,20,31,1
14,20,32,2
14,19,33,1
13,19,34,1
12,19,35,1
11,19,36,1
10,19,37,2
10,18,38,3
10,19,37,8
10,18,37,4
10,18,38,2
10,17,39,4
10,17,40,9
11,17,40,4
11,17,41,4
11,17,42,2
11,16,43,8
11,15,43,6
11,15,42,7
10,15,42,2
10,14,43,9
11,14,43,10
11,15,43,9
12,15,43,3
12,16,42,2
12,15,43,10
12,16,43,1
11,16,44,10
11,17,44,3
11,18,43,4
11,18,44,1
10,18,45,6
10,18,44,7
9,18,44,6
9,18,43,4
9,18,44,1
8,18,45,6
8,18,44,6
8,18,43,6
8,18,42,10
8,19,42,3
8,20,41,4
8,20,42,3
8,21,41,2
8,20,42,6
8,20,41,9
9,20,41,3
9,21,40,2
9,20,41,2
9,19,42,9
10,19,42,1
9,19,43,6
9,19,42,3
9,20,41,3
9,21,40,5
9,20,39,9
10,20,39,6
10,20,38,3
10,21,37,10
10,22,37,6
10,22,36,2
10,21,37,3
10,22,36,8
10,21,36,2
10,20,37,6
10,20,36,6
10,20,35,6
10,20,34,6
10,20,33,4
10,20,34,8
10,19,34,3
10,20,33,10
10,21,33,1
9,21,34,3
9,22,33,9
10,22,33,6
10,22,32,6
10,22,31,9
11,22,31,8
11,21,31,4
11,21,32,8
11,20,32,6
11,20,31,6
11,20,30,9
12,20,30,8
12,19,30,4
12,19,31,6
12,19,30,9
13,19,30,10
13,20,30,9
14,20,30,6
14,20,29,8
14,19,29,5
14,18,28,4
14,18,29,3
14,19,28,7
13,19,28,4
13,19,29,6
13,19,28,3
13,20,27,3
13,21,26,7
12,21,26,6
12,21,25,9
13,21,25,4
13,21,26,2
13,20,27,6
13,20,26,1
12,20,27,9
13,20,27,4
13,20,28,10
13,21,28,4
13,21,29,2
13,20,30,2
13,19,31,3
13,20,30,4
13,20,31,2
13,19,32,4
13,19,33,4
13,19,34,3
13,20,33,10
13,21,33,3
13,22,32,9
14,22,32,4
14,22,33,6
14,22,32,3
14,23,31,6
14,23,30,10
14,24,30,8
14,23,30,8
14,22,30,10
14,23,30,2
14,22,31,4
14,22,32,10
14,23,32,7
13,23,32,2
13,22,33,4
13,22,34,10
13,23,34,6
13,23,33,8
13,22,33,9
14,22,33,2
14,21,34,10
14,22,34,9
15,22,34,6
15,22,33,9
16,22,33,1
15,22,34,7
14,22,34,8
14,21,34,8
14,20,34,7
13,20,34,1
12,20,35,6
12,20,34,8
12,19,34,9
13,19,34,8
13,18,34,10
13,19,34,6
13,19,33,6
13,19,32,3
13,20,31,6
13,20,30,6
13,20,29,4
13,20,30,8
13,19,30,9
14,19,30,9
15,19,30,6
15,19,29,3
15,20,28,8
15,19,28,3
15,20,27,1
14,20,28,4
14,20,29,7
13,20,29,3
13,21,28,4
13,21,29,8
13,20,29,6
13,20,28,6
13,20,27,2
13,19,28,5
13,18,27,8
13,17,27,7
12,17,27,1
11,17,28,8
11,16,28,9
12,16,28,7
11,16,28,3
11,17,27,6
11,17,26,1
10,17,27,7
9,17,27,4
9,17,28,3
9,18,27,9
10,18,27,9
11,18,27,9
12,18,27,6
12,18,26,2
12,17,27,9
13,17,27,9
14,17,27,7
13,17,27,4
13,17,28,9
14,17,28,2
14,16,29,4
14,16,30,2
14,15,31,2
14,14,32,9
15,14,32,2
15,13,33,10
15,14,33,8
15,13,33,10
15,14,33,6
15,14,32,3
15,15,31,6
15,15,30,10
15,16,30,6
15,16,29,1
14,16,30,7
13,16,30,2
13,15,31,4
13,15,32,6
13,15,31,1
12,15,32,4
12,15,33,5
12,14,32,5
12,13,31,5
12,12,30,9
13,12,30,3
13,13,29,6
13,13,28,2
13,12,29,3
13,13,28,3
13,14,27,1
12,14,28,10
12,15,28,9
13,15,28,4
13,15,29,8
13,14,29,8
13,13,29,5
13,12,28,10
13,13,28,10
13,14,28,6
13,14,27,8
13,13,27,6
13,13,26,3
13,14,25,10
13,15,25,1
12,15,26,6
12,15,25,3
12,16,24,4
12,16,25,8
12,15,25,3
12,16,24,8
12,15,24,5
12,14,23,9
13,14,23,6
13,14,22,3
13,15,21,1
12,15,22,6
12,15,21,1
11,15,22,4
11,15,23,6
11,15,22,8
11,14,22,4
11,14,23,4
11,14,24,9
12,14,24,7
11,14,24,2
11,13,25,1
10,13,26,3
10,14,25,2
10,13,26,6
10,13,25,4
10,13,26,6
10,13,25,7
9,13,25,4
9,13,26,7
8,13,26,10
8,14,26,1
7,14,27,10
7,15,27,10
7,16,27,4
7,16,28,5
7,15,27,4
7,15,28,9
8,15,28,3
8,16,27,6
8,16,26,6
8,16,25,1
7,16,26,9
8,16,26,10
8,17,26,1
7,17,27,9
8,17,27,9
9,17,27,3
9,18,26,4
9,18,27,6
9,18,26,2
9,17,27,3
9,18,26,9
10,18,26,8
10,17,26,9
11,17,26,6
11,17,25,4
11,17,26,1
10,17,27,2
10,16,28,4
10,16,29,5
10,15,28,8
10,14,28,4
10,14,29,4
10,14,30,6
10,14,29,4
10,14,30,9
11,14,30,3
11,15,29,5
11,14,28,3
11,15,27,3
11,16,26,8
11,15,26,4
11,15,27,3
11,16,26,1
10,16,27,8
10,15,27,1
9,15,28,2
9,14,29,9
10,14,29,3
10,15,28,2
10,14,29,7
9,14,29,4
9,14,30,2
9,13,31,3
9,14,30,4
9,14,31,1
8,14,32,10
8,15,32,9
9,15,32,4
9,15,33,3
9,16,32,6
9,16,31,7
8,16,31,6
8,16,30,3
8,17,29,3
8,18,28,2
8,17,29,4
8,17,30,9
9,17,30,9
10,17,30,4
10,17,31,10
10,18,31,2
10,17,32,6
10,17,31,3
10,18,30,9
11,18,30,2
11,17,31,3
11,18,30,8
11,17,30,6
11,17,29,9
12,17,29,7
11,17,29,5
11,16,28,4
11,16,29,3
11,17,28,3
11,18,27,5
11,17,26,6
11,17,25,9
12,17,25,4
12,17,26,1
11,17,27,9
12,17,27,6
12,17,26,3
12,18,25,6
12,18,24,6
12,18,23,2
12,17,24,4
12,17,25,1
11,17,26,9
12,17,26,4
12,17,27,9
13,17,27,6
13,17,26,10
13,18,26,6
13,18,25,8
13,17,25,3
13,18,24,1
12,18,25,1
11,18,26,9
12,18,26,6
12,18,25,7
11,18,25,4
11,18,26,2
11,17,27,4
11,17,28,6
11,17,27,10
11,18,27,9
12,18,27,9
13,18,27,5
13,17,26,10
13,18,26,4
13,18,27,4
13,18,28,7
12,18,28,3
12,19,27,4
12,19,28,9
13,19,28,9
14,19,28,7
13,19,28,5
13,18,27,9
14,18,27,4
14,18,28,9
15,18,28,7
14,18,28,7
13,18,28,4
13,18,29,4
13,18,30,9
14,18,30,9
15,18,30,3
15,19,29,4
15,19,30,3
15,20,29,4
15,20,30,7
14,20,30,4
14,20,31,8
14,19,31,9
15,19,31,6
15,19,30,4
15,19,31,9
16,19,31,10
16,20,31,4
16,20,32,4
16,20,33,6
16,20,32,4
16,20,33,6
16,20,32,6
16,20,31,8
16,19,31,1
15,19,32,2
15,18,33,8
15,17,33,10
15,18,33,6
15,18,32,10
15,19,32,9
16,19,32,8
16,18,32,6
16,18,31,7
15,18,31,8
15,17,31,10
15,18,31,1
14,18,32,8
14,17,32,5
14,16,31,4
14,16,32,7
13,16,32,3
13,17,31,1
12,17,32,8
12,16,32,3
12,17,31,9
13,17,31,3
13,18,30,8
13,17,30,9
14,17,30,3
14,18,29,2
14,17,30,4
14,17,31,7
13,17,31,8
13,16,31,10
13,17,31,1
12,17,32,8
12,16,32,6
12,16,31,3
12,17,30,8
12,16,30,2
12,15,31,5
12,14,30,4
12,14,31,6
12,14,30,4
12,14,31,7
11,14,31,3
11,15,30,9
12,15,30,2
12,14,31,3
12,15,30,2
12,14,31,5
12,13,30,5
12,12,29,10
12,13,29,10
12,14,29,4
12,14,30,4
12,14,31,5
12,13,30,4
12,13,31,3
12,14,30,1
11,14,31,5
11,13,30,9
12,13,30,6
12,13,29,10
12,14,29,6
12,14,28,1
11,14,29,4
11,14,30,1
10,14,31,8
10,13,31,2
10,12,32,4
10,12,33,6
10,12,32,3
10,13,31,4
10,13,32,9
11,13,32,6
11,13,31,3
11,14,30,4
11,14,31,2
11,13,32,6
11,13,31,8
11,12,31,7
10,12,31,3
10,13,30,3
10,14,29,9
11,14,29,9
12,14,29,3
12,15,28,3
12,16,27,6
12,16,26,6
12,16,25,6
12,16,24,10
12,17,24,4
12,17,25,1
11,17,26,1
10,17,27,9
11,17,27,1
10,17,28,2
10,16,29,10
10,17,29,9
11,17,29,7
10,17,29,1
9,17,30,9
10,17,30,3
10,18,29,2
10,17,30,4
10,17,31,3
10,18,30,2
10,17,31,4
10,17,32,9
11,17,32,2
11,16,33,8
11,15,33,4
11,15,34,10
11,16,34,3
11,17,33,4
11,17,34,2
11,16,35,9
12,16,35,1
11,16,36,6
11,16,35,8
11,15,35,3
11,16,34,6
11,16,33,9
12,16,33,10
12,17,33,4
12,17,34,4
12,17,35,6
12,17,34,3
12,18,33,7
11,18,33,4
11,18,34,1
10,18,35,6
10,18,34,9
11,18,34,7
10,18,34,4
10,18,35,4
10,18,36,2
10,17,37,6
10,17,36,5
10,16,35,6
10,16,34,6
10,16,33,3
10,17,32,3
10,18,31,2
10,17,32,6
10,17,31,10
10,18,31,6
10,18,30,9
11,18,30,2
11,17,31,4
11,17,32,4
11,17,33,7
10,17,33,6
10,17,32,9
11,17,32,4
11,17,33,4
11,17,34,9
12,17,34,5
12,16,33,2
12,15,34,1
11,15,35,3
11,16,34,4
11,16,35,7
10,16,35,4
10,16,36,10
10,17,36,2
10,16,37,8
10,15,37,6
10,15,36,2
10,14,37,10
10,15,37,4
10,15,38,2
10,14,39,4
10,14,40,3
10,15,39,9
11,15,39,4
11,15,40,6
11,15,39,4
11,15,40,9
12,15,40,8
12,14,40,3
12,15,39,8
12,14,39,9
13,14,39,2
13,13,40,4
13,13,41,10
13,14,41,8
13,13,41,3
13,14,40,3
13,15,39,10
13,16,39,6
13,16,38,8
13,15,38,9
14,15,38,4
14,15,39,9
15,15,39,6
15,15,38,9
16,15,38,6
16,15,37,6
16,15,36,9
17,15,36,1
16,15,37,6
16,15,36,3
16,16,35,8
16,15,35,3
16,16,34,3
16,17,33,7
15,17,33,4
15,17,34,6
15,17,33,8
15,16,33,2
15,15,34,4
15,15,35,2
15,14,36,3
15,15,35,8
15,14,35,4
15,14,36,4
15,14,37,10
15,15,37,3
15,16,36,7
14,16,36,5
14,15,35,2
14,14,36,6
14,14,35,6
14,14,34,5
14,13,33,1
13,13,34,2
13,12,35,1
12,12,36,9
13,12,36,3
13,13,35,8
13,12,35,10
13,13,35,2
13,12,36,3
13,13,35,8
13,12,35,1
12,12,36,4
12,12,37,3
12,13,36,6
12,13,35,4
12,13,36,9
13,13,36,7
12,13,36,4
12,13,37,6
12,13,36,10
12,14,36,4
12,14,37,8
12,13,37,9
13,13,37,10
13,14,37,4
13,14,38,2
13,13,39,3
13,14,38,10
13,15,38,5
13,14,37,1
12,14,38,3
12,15,37,4
12,15,38,6
12,15,37,3
12,16,36,8
12,15,36,3
12,16,35,3
12,17,34,6
12,17,33,6
12,17,32,4
12,17,33,6
12,17,32,6
12,17,31,7
11,17,31,3
11,18,30,3
11,19,29,3
11,20,28,9
12,20,28,1
11,20,29,10
11,21,29,3
11,22,28,8
11,21,28,1
10,21,29,5
10,20,28,9
11,20,28,8
11,19,28,6
11,19,27,8
11,18,27,10
11,19,27,10
11,20,27,9
12,20,27,2
12,19,28,8
12,18,28,6
12,18,27,6
12,18,26,7
11,18,26,8
11,17,26,9
12,17,26,6
12,17,25,9
13,17,25,8
13,16,25,9
14,16,25,6
14,16,24,2
14,15,25,3
14,16,24,7
13,16,24,2
13,15,25,2
13,14,26,6
13,14,25,4
13,14,26,8
13,13,26,8
13,12,26,3
13,13,25,3
13,14,24,4
13,14,25,8
13,13,25,3
13,14,24,10
13,15,24,4
13,15,25,8
13,14,25,6
13,14,24,4
13,14,25,4
13,14,26,3
13,15,25,10
13,16,25,4
13,16,26,2
13,15,27,1
12,15,28,6
12,15,27,1
11,15,28,7
10,15,28,4
10,15,29,10
10,16,29,6
10,16,28,9
11,16,28,8
11,15,28,8
11,14,28,9
12,14,28,6
12,14,27,9
13,14,27,4
13,14,28,1
12,14,29,2
12,13,30,9
13,13,30,3
13,14,29,8
13,13,29,2
13,12,30,3
13,13,29,3
13,14,28,10
13,15,28,6
13,15,27,7
12,15,27,10
12,16,27,4
12,16,28,10
12,17,28,5
12,16,27,3
12,17,26,2
12,16,27,3
12,17,26,1
11,17,27,9
12,17,27,10
12,18,27,4
12,18,28,3
12,19,27,2
12,18,28,9
13,18,28,3
13,19,27,10
13,20,27,6
13,20,26,6
13,20,25,10
13,21,25,3
13,22,24,7
12,22,24,4
12,22,25,8
12,21,25,7
11,21,25,6
11,21,24,2
11,20,25,5
11,19,24,6
11,19,23,5
11,18,22,6
11,18,21,2
11,17,22,9
12,17,22,4
12,17,23,6
12,17,22,3
12,18,21,10
12,19,21,2
12,18,22,9
13,18,22,4
13,18,23,8
13,17,23,1
12,17,24,8
12,16,24,6
12,16,23,9
13,16,23,1
12,16,24,6
12,16,23,8
12,15,23,9
13,15,23,4
13,15,24,10
13,16,24,3
13,17,23,6
13,17,22,10
13,18,22,4
13,18,23,10
13,19,23,9
14,19,23,3
14,20,22,7
13,20,22,3
13,21,21,6
13,21,20,2
13,20,21,9
14,20,21,9
15,20,21,10
15,21,21,3
15,22,20,10
15,23,20,6
15,23,19,7
14,23,19,9
15,23,19,9
16,23,19,2
16,22,20,10
16,23,20,8
16,22,20,4
16,22,21,2
16,21,22,3
16,22,21,8
16,21,21,3
16,22,20,9
17,22,20,7
16,22,20,9
17,22,20,9
18,22,20,3
18,23,19,4
18,23,20,10
18,24,20,6
18,24,19,8
18,23,19,1
17,23,20,8
17,22,20,1
16,22,21,7
15,22,21,9
16,22,21,10
16,23,21,1
15,23,22,4
15,23,23,6
15,23,22,10
15,24,22,9
16,24,22,6
16,24,21,3
16,25,20,8
16,24,20,10
16,25,20,2
16,24,21,10
16,25,21,6
16,25,20,1
15,25,21,2
15,24,22,4
15,24,23,1
14,24,24,8
14,23,24,9
15,23,24,6
15,23,23,3
15,24,22,6
15,24,21,8
15,23,21,8
15,22,21,1
14,22,22,1
13,22,23,4
13,22,24,10
13,23,24,7
12,23,24,4
12,23,25,7
11,23,25,3
11,24,24,3
11,25,23,2
11,24,24,7
10,24,24,1
9,24,25,2
